MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
8,5,75.0,13860,1,1,3,3,0,4,0,15,2,2,0,7,8,7,1972,1995,1,0,9,15,3,0,4,3,1,4,3,4,6,1410,1,0,542,1952,1,4,1,4,2000,704,0,2704,1,0,2,1,4,1,5,9,8,3,3,1,1972,3,2,538,3,3,2,269,111,0,0,0,0,0,3,1,0,7,2009,9,4,345000
5,5,88.0,10179,1,1,0,3,0,0,0,8,2,2,0,5,6,5,1997,1997,1,0,13,14,3,0,3,3,2,4,3,1,5,847,1,0,98,945,1,5,1,4,945,663,0,1608,0,0,2,1,3,1,3,7,8,1,3,1,1997,3,2,470,3,3,2,252,30,0,0,0,0,0,0,1,0,7,2009,9,4,189500
5,5,64.0,11792,1,1,0,3,0,4,0,8,2,2,0,5,8,5,2003,2003,1,0,13,14,1,188,4,3,2,4,3,4,6,850,1,0,158,1008,1,5,1,4,1008,1275,0,2283,0,0,2,1,4,1,4,9,8,1,4,3,2003,3,3,632,3,3,2,120,46,0,0,0,0,0,0,1,0,8,2009,9,4,270000
8,5,60.0,8400,1,1,3,3,0,4,0,8,2,2,0,7,7,5,1996,1997,1,0,6,6,1,32,3,3,2,4,3,1,6,284,1,0,100,384,1,4,1,4,958,670,0,1628,0,0,2,1,3,1,3,7,8,1,3,3,1996,3,2,390,3,3,2,48,72,0,0,0,0,0,0,3,490,6,2009,9,4,189000
0,5,42.0,14892,1,1,0,1,0,1,0,8,2,2,0,2,9,5,2006,2007,1,0,13,14,4,160,5,3,2,5,3,4,6,1320,1,0,426,1746,1,5,1,4,1746,0,0,1746,1,0,2,0,3,1,5,7,8,2,4,1,2006,3,3,758,3,3,2,201,39,0,0,0,0,0,0,1,0,10,2009,9,4,377500
8,5,64.0,8530,1,1,0,3,0,4,0,8,2,2,0,7,7,5,1995,1996,1,0,6,6,1,22,3,3,2,4,3,1,1,0,1,0,384,384,1,4,1,4,804,670,0,1474,0,0,2,1,3,1,3,7,8,1,3,3,1995,3,2,400,3,3,2,120,72,0,0,0,0,0,0,3,700,5,2009,9,4,168500
11,5,28.0,7296,1,1,0,3,0,1,0,25,2,2,4,2,8,5,2004,2005,1,0,5,5,3,0,4,3,2,5,3,3,6,1965,1,0,243,2208,1,5,1,4,2522,0,0,2522,1,0,2,0,1,1,4,8,8,1,4,1,2004,3,2,564,3,3,2,182,57,0,0,0,0,0,0,1,0,11,2009,9,4,375000
11,5,40.0,5664,1,1,0,3,0,4,0,25,2,2,4,2,8,5,2000,2000,1,0,5,5,3,0,4,3,2,4,3,1,6,1158,1,0,343,1501,1,5,1,4,1659,0,0,1659,1,0,2,0,2,1,5,5,8,1,5,1,2000,3,2,499,3,3,2,212,59,0,0,0,0,0,0,1,0,10,2009,9,4,278000
11,5,61.0,7380,1,1,0,3,0,0,0,25,2,2,0,2,8,5,1998,1998,1,0,5,5,3,0,3,3,2,4,3,3,6,341,1,0,1077,1418,1,5,1,4,1478,0,0,1478,1,0,2,0,2,1,3,5,8,0,0,1,1998,3,2,495,3,3,2,168,43,0,0,0,0,0,0,1,0,7,2009,9,4,240000
11,5,57.0,8013,1,1,0,3,0,0,0,25,2,2,4,2,8,5,1995,1996,1,0,5,5,3,0,4,3,2,4,3,1,6,741,1,0,846,1587,1,5,1,4,1734,0,0,1734,1,0,2,0,2,1,4,6,8,0,0,1,1995,2,2,528,3,3,2,52,50,0,0,0,0,0,0,1,0,9,2009,9,4,239500
8,5,57.0,8923,1,1,0,3,0,4,0,8,2,2,0,7,7,5,1998,1998,1,0,13,14,3,0,4,3,2,4,3,1,6,189,1,0,195,384,1,4,1,4,751,631,0,1382,0,0,2,1,3,1,3,7,8,1,3,3,1998,3,2,396,3,3,2,256,0,0,0,0,0,0,0,1,0,2,2009,9,4,177500
5,5,74.0,10141,1,1,0,3,0,0,0,8,2,2,0,5,7,5,1998,1998,1,0,13,14,1,40,3,3,2,4,3,1,1,0,1,0,832,832,1,4,1,4,885,833,0,1718,0,0,2,1,3,1,3,7,8,1,3,1,1998,3,2,427,3,3,2,0,94,0,0,291,0,0,0,1,0,12,2009,9,4,185000
5,5,60.0,7500,1,1,3,3,0,4,0,8,2,2,0,5,6,5,1998,1999,1,0,13,14,3,0,4,3,2,4,3,1,6,476,1,0,476,952,1,4,1,4,952,684,0,1636,1,0,2,1,3,1,3,7,8,1,3,1,1998,3,2,440,3,3,2,0,84,0,0,0,0,0,0,1,0,10,2009,9,4,191000
5,5,59.0,7837,1,1,0,3,0,4,0,8,2,2,0,5,6,7,1993,1994,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,799,799,1,4,1,4,799,772,0,1571,0,0,2,1,3,1,3,7,8,1,3,1,1993,2,2,380,3,3,2,0,40,0,0,0,0,0,0,1,0,5,2009,9,4,178000
5,5,64.0,9765,1,1,1,3,0,0,0,8,2,2,0,5,6,8,1993,1993,1,0,13,14,1,68,5,4,2,4,4,1,5,310,1,0,370,680,1,4,1,4,680,790,0,1470,0,0,2,1,3,1,3,6,8,1,3,3,1993,3,2,420,3,3,2,232,63,0,0,0,0,0,0,3,480,4,2009,9,4,185000
5,5,64.0,8803,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1994,1995,1,0,6,6,3,0,3,3,2,4,3,1,6,600,1,0,107,707,1,4,1,4,707,809,0,1516,1,0,2,1,3,1,4,7,8,1,3,1,1994,3,2,409,3,3,2,0,46,0,0,0,0,0,0,1,0,7,2009,9,4,181316
0,5,58.0,7250,1,1,3,3,0,4,0,8,2,2,0,2,6,5,1993,1993,1,0,6,6,1,45,3,3,2,4,3,1,1,0,1,0,1181,1181,1,5,1,4,1190,0,0,1190,0,0,2,0,3,1,4,6,8,1,3,1,1993,1,2,430,3,3,2,0,21,0,0,0,0,0,0,1,0,11,2009,9,4,166000
5,5,64.0,9636,1,1,0,3,0,0,0,8,2,2,0,5,6,5,1992,1993,1,0,13,14,3,0,3,3,2,4,3,1,1,0,1,0,808,808,1,4,1,4,808,785,0,1593,0,0,2,1,3,1,3,7,8,1,3,3,1993,2,2,389,3,3,2,342,40,0,0,0,0,0,3,1,0,12,2009,9,4,178000
5,5,65.0,8125,1,1,3,3,0,4,0,8,2,2,0,5,6,5,1994,1995,1,0,6,6,3,0,3,3,2,4,3,1,1,0,1,0,702,702,1,4,1,4,702,779,0,1481,0,0,2,1,3,1,3,6,8,1,3,1,1994,3,2,343,3,3,2,0,36,0,0,0,0,0,0,1,0,3,2009,9,4,174000
0,5,64.0,9248,1,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,0,6,6,1,106,3,3,2,4,3,1,6,560,1,0,598,1158,1,4,1,4,1167,0,0,1167,1,0,2,0,3,1,4,6,8,0,0,1,1992,2,2,400,3,3,2,120,26,0,0,0,0,0,0,1,0,7,2009,9,4,173000
5,5,64.0,10762,1,1,0,3,0,1,0,8,2,2,0,5,7,5,1999,1999,1,0,13,14,3,344,4,3,2,4,3,1,6,694,1,0,284,978,1,5,1,4,1005,978,0,1983,0,0,2,1,3,1,4,9,8,1,3,1,1999,3,2,490,3,3,2,0,0,0,0,0,0,0,0,1,0,5,2009,9,4,225000
0,5,99.0,11851,1,1,3,3,0,0,0,8,2,2,0,2,7,5,1990,1990,1,0,6,6,3,0,3,3,2,4,3,1,1,0,1,0,1424,1424,1,5,1,4,1442,0,0,1442,0,0,2,0,3,1,3,5,8,0,0,1,1990,2,2,500,3,3,2,0,34,0,508,0,0,0,0,1,0,5,2009,9,4,180500
11,5,60.0,5814,1,1,0,3,0,1,0,25,2,2,4,2,8,5,1984,1984,1,0,6,6,3,0,4,3,1,4,3,3,6,1036,1,0,184,1220,1,4,1,4,1360,0,0,1360,1,0,1,0,1,1,4,4,8,1,5,1,1984,2,2,565,3,3,2,63,0,0,0,0,0,0,0,1,0,8,2009,0,0,187500
0,5,63.0,17423,1,1,0,3,0,1,0,25,2,2,0,2,9,5,2008,2009,3,0,13,14,4,748,5,3,2,5,3,1,6,1904,1,0,312,2216,1,5,1,4,2234,0,0,2234,1,0,2,0,1,1,5,9,8,1,4,1,2009,3,3,1166,3,3,2,0,60,0,0,0,0,0,0,1,0,7,2009,6,5,501837
0,5,80.0,11844,1,1,0,3,0,4,0,25,2,2,0,2,8,5,2008,2008,3,0,13,14,4,464,4,3,2,5,3,2,1,0,1,0,2046,2046,1,5,1,4,2046,0,0,2046,0,0,2,1,3,1,4,7,8,1,4,1,2008,3,3,834,3,3,2,322,82,0,0,0,0,0,0,1,0,7,2009,6,5,372500
0,5,124.0,16158,1,1,0,2,0,4,1,25,2,2,0,2,7,5,2005,2005,3,0,13,14,4,16,4,3,2,5,3,3,5,1274,1,0,256,1530,1,5,1,4,1530,0,0,1530,1,0,2,0,3,1,4,7,8,1,4,1,2005,3,2,430,3,3,2,168,36,0,0,0,0,0,0,1,0,6,2009,9,4,260000
5,5,85.0,11900,1,1,3,3,0,4,0,8,2,2,0,5,5,6,1977,1977,1,0,6,15,1,157,3,3,2,4,3,1,5,400,1,0,722,1122,1,5,1,4,946,988,0,1934,1,0,2,1,3,1,3,6,8,1,3,1,1977,1,2,567,3,3,1,0,176,0,0,200,0,0,0,1,0,7,2009,9,4,185000
5,5,94.0,13005,1,1,0,3,0,0,0,17,2,2,0,5,7,7,1980,1980,1,0,5,5,1,278,4,3,1,4,3,1,6,692,1,0,153,845,1,3,1,4,1153,1200,0,2353,1,0,2,1,4,1,5,10,8,1,3,1,1983,2,2,484,3,3,2,288,195,0,0,0,0,0,4,1,0,8,2009,9,4,260000
0,5,48.0,17043,1,1,0,3,0,1,0,17,2,2,0,2,6,5,1979,1998,1,0,6,6,3,0,3,4,1,4,2,1,1,0,1,0,1362,1362,1,3,1,4,1586,0,0,1586,0,0,2,0,3,1,3,7,8,1,3,1,1979,1,2,435,3,3,2,192,0,0,0,0,0,0,0,1,0,1,2009,9,4,181000
0,5,85.0,11900,1,1,3,3,0,4,0,17,2,2,0,2,7,5,1977,1977,3,0,9,10,1,209,3,4,1,3,3,1,5,822,1,0,564,1386,1,3,1,4,1411,0,0,1411,0,0,2,0,3,1,3,6,8,1,3,1,1977,3,2,544,3,3,2,192,0,0,0,0,0,0,0,1,0,4,2009,9,3,82500
0,5,80.0,16635,1,1,0,3,0,2,0,17,2,2,0,2,6,7,1977,2000,1,0,5,5,4,126,4,3,1,4,3,1,5,1246,1,0,356,1602,1,4,1,4,1602,0,0,1602,0,1,2,0,3,1,4,8,8,1,3,1,1977,3,2,529,3,3,2,240,0,0,0,0,0,0,0,1,0,6,2009,9,4,215000
5,5,80.0,13250,1,1,0,3,0,4,0,17,8,2,0,5,7,6,1978,1978,1,0,6,6,1,256,3,3,1,4,3,1,1,0,1,0,832,832,1,3,1,4,1154,896,0,2050,0,0,2,1,4,1,4,8,8,1,3,1,1978,2,2,529,3,3,2,192,192,0,0,0,0,0,0,1,0,5,2009,9,0,154000
0,5,80.0,10928,1,1,3,3,0,4,0,17,2,2,0,2,6,6,1978,1986,1,0,13,14,1,101,3,3,2,3,3,1,2,363,1,0,1064,1427,1,3,1,4,1671,0,0,1671,0,0,2,0,3,1,3,7,8,1,3,1,1978,2,2,484,3,3,2,252,55,0,0,0,0,0,0,1,0,8,2009,9,4,200000
5,5,80.0,12388,1,1,0,3,0,4,0,17,2,2,0,5,7,7,1980,1991,1,0,9,10,1,229,3,3,1,4,3,1,5,602,1,0,441,1043,1,3,1,4,1539,1134,0,2673,0,0,2,1,4,1,4,9,8,1,3,3,1980,2,2,441,3,3,2,178,84,0,0,0,0,0,0,1,0,8,2009,9,4,249000
8,5,80.0,14115,1,1,3,3,0,4,0,17,2,2,0,7,7,5,1980,1980,1,0,9,10,1,225,3,3,1,4,3,3,6,1036,1,0,336,1372,1,3,1,4,1472,0,0,1472,1,0,2,0,3,1,3,6,8,2,3,1,1980,1,2,588,3,3,2,233,48,0,0,0,0,0,0,1,0,6,2009,9,4,187500
0,5,80.0,11088,1,1,3,3,0,4,0,17,2,2,0,2,6,5,1978,1998,1,0,6,6,1,144,3,3,2,3,3,1,5,832,1,0,308,1140,1,4,1,4,1707,0,0,1707,0,0,2,0,3,1,3,7,8,1,3,1,1978,3,2,479,3,3,2,0,0,0,0,0,0,0,0,1,0,5,2009,9,4,184000
0,5,80.0,9600,1,1,3,3,0,4,0,17,4,2,0,2,8,5,1981,1981,3,6,3,3,3,0,4,3,2,4,3,1,5,1104,1,0,1420,2524,1,3,1,4,2524,0,0,2524,1,0,2,1,4,1,4,9,8,1,4,1,1981,3,2,542,3,3,2,474,120,0,0,0,0,0,3,1,0,7,2009,9,4,278000
0,5,82.0,11880,1,1,0,3,0,4,0,17,6,2,0,2,7,5,1978,1978,1,0,9,10,1,206,3,3,1,4,3,1,5,704,1,0,567,1271,1,3,1,4,1601,0,0,1601,0,0,2,0,3,1,3,7,8,1,3,1,1978,2,2,478,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2009,0,0,157000
0,5,80.0,10400,1,1,3,3,0,4,0,17,2,2,0,2,7,5,1976,1976,1,0,6,6,1,189,3,3,1,4,3,1,1,0,1,0,1090,1090,1,3,1,4,1370,0,0,1370,0,0,2,0,3,1,3,6,8,1,3,1,1976,2,2,479,3,3,2,0,0,0,0,0,0,0,3,1,0,6,2009,9,3,152000
5,5,80.0,10304,1,1,0,3,0,1,0,17,4,2,0,5,5,7,1976,1976,1,0,9,10,1,44,3,4,1,3,3,1,5,381,1,0,399,780,1,5,1,4,1088,780,0,1868,1,0,2,1,4,1,4,9,8,1,3,1,1976,1,2,484,3,3,2,448,96,0,0,0,0,0,0,1,0,10,2009,9,4,197500
5,2,70.0,7000,1,1,3,3,0,4,0,24,2,2,0,5,7,5,2003,2003,1,0,5,5,3,0,4,3,2,4,3,2,6,622,1,0,304,926,1,5,1,4,1016,868,0,1884,1,0,2,1,3,1,5,7,8,1,5,1,2003,2,2,581,3,3,2,0,35,0,0,0,0,0,0,1,0,6,2009,9,4,240900
5,2,75.0,8004,1,1,0,3,0,4,0,24,6,2,0,5,8,5,2009,2009,1,0,13,14,4,110,4,3,2,4,3,1,6,544,1,0,288,832,1,5,1,4,832,1103,0,1935,1,0,2,1,3,1,3,8,8,0,0,3,2009,3,2,552,3,3,2,0,150,0,0,0,0,0,0,1,0,12,2009,6,5,263435
5,2,72.5,7500,1,1,3,3,0,4,0,24,8,2,0,5,8,5,2000,2001,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,1058,1058,1,5,1,4,1058,816,0,1874,0,0,2,1,3,1,4,7,8,1,3,1,2000,3,2,588,3,3,2,0,134,0,0,0,0,0,0,1,0,3,2009,9,4,220000
5,2,72.5,8470,1,1,3,3,0,0,0,24,2,2,0,5,8,5,2002,2002,1,0,13,14,3,0,4,3,2,4,3,1,6,225,5,276,471,972,1,5,1,4,972,839,0,1811,0,0,2,1,3,1,4,7,8,1,4,1,2002,2,2,565,3,3,2,225,48,0,0,0,0,0,0,1,0,10,2009,9,4,235000
0,5,80.0,9373,1,1,0,3,0,1,0,17,4,2,0,2,5,7,1975,1975,1,0,6,6,1,161,3,3,1,4,3,3,5,1333,2,168,120,1621,1,3,1,4,1621,0,0,1621,1,0,2,0,3,1,3,7,8,2,2,1,1975,2,2,478,3,3,2,0,0,0,0,490,0,0,0,1,0,6,2009,9,4,213000
0,5,78.0,10140,1,1,3,3,0,4,0,17,2,2,0,2,6,6,1974,1974,3,0,9,10,1,196,3,3,1,3,3,1,5,888,1,0,228,1116,1,5,1,4,1116,0,0,1116,1,0,2,0,3,1,3,6,8,1,3,1,1974,2,2,528,3,3,2,0,0,0,0,0,0,0,2,1,0,4,2009,9,4,167900
0,5,85.0,11050,1,1,0,3,0,0,0,17,2,2,0,2,7,5,1975,1975,1,0,9,10,3,0,3,3,1,3,3,1,5,636,1,0,540,1176,1,2,1,4,1193,0,0,1193,0,0,2,0,3,1,3,5,8,1,3,1,1975,1,2,506,3,3,2,40,0,0,0,0,0,0,0,1,0,8,2009,9,4,158000
0,5,78.0,10140,1,1,3,3,0,4,0,17,2,2,0,2,6,5,1974,1974,3,0,6,6,1,174,3,3,1,4,3,1,1,0,1,0,1064,1064,1,3,1,4,1350,0,0,1350,0,0,2,0,3,1,3,7,8,1,3,1,1974,2,2,478,3,3,2,0,0,0,0,0,0,0,3,1,0,8,2009,9,4,165000
8,5,80.0,10448,1,1,0,3,0,0,0,17,2,2,0,7,6,6,1972,1972,1,0,6,6,1,333,3,3,1,3,3,1,1,0,1,0,689,689,1,3,1,4,1378,741,0,2119,0,0,2,1,3,1,3,7,8,1,3,1,1972,2,2,583,3,3,2,0,104,0,0,0,0,0,4,1,0,8,2009,0,0,158000
10,5,60.0,9000,1,1,3,3,0,2,0,15,2,2,2,5,5,5,1974,1974,1,0,13,14,3,0,3,3,1,4,3,1,1,0,1,0,896,896,1,3,1,4,896,896,0,1792,0,0,2,2,4,2,3,8,8,0,0,6,0,0,0,0,0,0,2,32,45,0,0,0,0,0,0,1,0,9,2009,9,4,136000
0,5,73.0,8750,1,1,0,3,0,4,0,15,2,2,0,2,5,6,1970,1970,1,0,8,8,1,76,3,3,1,3,3,1,4,828,1,0,174,1002,1,3,1,4,1002,0,0,1002,1,0,1,0,3,1,3,5,8,0,0,5,1973,1,2,902,3,3,2,0,0,0,0,0,0,0,3,1,0,8,2009,9,4,148500
0,5,61.0,7930,1,1,3,3,0,4,0,15,2,2,0,2,6,8,1969,2005,1,0,9,10,3,0,3,3,1,3,3,1,6,439,2,472,115,1026,1,4,1,4,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,0,5,1969,2,2,440,3,3,2,171,48,0,0,0,0,0,0,1,0,7,2009,9,4,156000
0,5,73.0,7830,1,1,0,3,0,4,0,15,2,2,0,2,5,5,1970,1970,1,0,6,6,3,0,3,3,1,3,3,1,1,0,1,0,1180,1180,1,3,1,4,1180,0,0,1180,0,0,1,1,2,1,3,6,8,0,0,1,1970,2,2,477,3,3,2,0,45,0,0,0,0,0,0,1,0,3,2009,0,4,128000
0,5,73.0,8510,1,1,0,3,0,4,0,15,2,2,0,2,5,7,1971,1971,1,0,9,10,1,178,3,3,1,4,3,1,5,500,1,0,543,1043,1,5,1,4,1050,0,0,1050,1,0,1,1,3,1,3,6,8,0,0,1,1971,1,1,336,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2009,9,4,143000
0,5,60.0,7038,1,1,3,3,0,4,0,15,2,2,0,2,4,6,1970,1970,1,0,13,14,3,0,3,3,1,3,3,1,5,726,1,0,138,864,1,3,1,4,864,0,0,864,1,0,1,0,3,1,3,5,8,0,0,5,2001,1,2,576,3,3,2,210,0,0,0,0,0,0,4,1,0,9,2009,9,0,76500
0,5,60.0,6960,1,1,3,3,0,4,0,15,2,2,0,2,4,6,1970,1970,1,0,6,10,3,0,3,3,1,3,3,1,5,375,4,239,250,864,1,3,1,4,864,0,0,864,0,0,1,0,3,1,4,5,8,0,0,5,1989,1,2,660,3,3,2,96,0,0,0,0,0,0,0,3,500,11,2009,9,4,120500
0,5,70.0,8120,1,1,3,3,0,4,0,15,2,2,0,2,4,7,1970,1970,1,0,8,8,3,0,3,4,1,3,3,1,5,191,1,0,673,864,1,5,1,4,864,0,0,864,0,0,1,0,3,1,3,5,8,0,0,5,1994,1,2,463,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2009,9,4,124500
0,5,70.0,10500,1,1,3,3,0,2,0,15,2,2,0,2,4,6,1971,1971,1,0,6,6,3,0,3,3,1,3,3,1,5,524,2,180,160,864,1,4,1,4,864,0,0,864,0,0,1,0,2,1,3,4,8,0,0,5,1989,1,2,576,3,3,2,216,0,0,0,0,0,0,0,1,0,3,2009,9,0,97000
0,5,60.0,9000,1,1,3,3,0,2,0,15,2,2,0,2,4,7,1971,2006,1,0,13,14,3,0,3,4,1,3,3,1,5,240,1,0,624,864,1,4,1,4,864,0,0,864,0,0,1,0,3,1,3,5,8,0,0,5,1986,1,2,576,3,3,2,200,0,0,0,0,0,0,2,1,0,7,2009,9,4,130000
13,6,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1973,1973,1,0,6,6,1,504,3,3,1,3,3,1,4,254,1,0,229,483,1,3,1,4,483,504,0,987,1,0,1,1,2,1,3,5,8,0,0,5,1973,1,1,264,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2009,9,4,111000
13,6,24.0,2368,1,1,3,3,0,4,0,2,2,2,4,5,5,6,1970,1970,1,0,6,6,3,312,3,3,1,3,3,1,2,765,1,0,0,765,1,3,1,4,765,600,0,1365,0,0,1,1,3,1,3,7,7,0,0,1,1970,1,2,440,3,3,2,0,36,0,0,0,0,0,0,1,0,5,2009,9,4,125000
13,6,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,5,5,1971,1971,1,0,6,6,1,142,3,3,1,3,3,1,1,0,1,0,630,630,1,3,1,4,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,0,5,1991,1,1,280,3,3,2,0,0,0,0,0,0,0,0,1,0,5,2009,0,0,112000
13,6,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,6,1972,1972,1,0,6,6,1,425,3,3,1,3,3,1,3,110,2,294,79,483,1,3,1,4,483,504,0,987,1,0,1,1,2,1,3,5,8,0,0,5,1972,1,1,288,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2009,9,4,97000
13,6,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,0,6,6,1,510,3,3,1,3,3,1,5,162,1,0,321,483,1,4,1,4,483,504,0,987,0,0,1,1,2,1,4,5,8,0,0,5,1972,1,1,264,3,3,2,250,0,0,0,0,0,0,0,1,0,5,2009,9,4,118000
13,6,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,5,7,1972,1972,1,0,5,5,1,268,3,3,1,3,3,1,5,231,1,0,399,630,1,3,1,4,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,0,5,1972,1,1,264,3,3,2,185,0,0,0,0,0,0,0,1,0,2,2009,9,4,119500
11,5,24.0,4928,1,1,0,3,0,4,0,16,2,2,4,2,6,6,1976,1976,1,0,9,10,3,0,3,3,1,4,3,1,2,958,1,0,0,958,1,3,1,4,958,0,0,958,0,0,2,0,2,1,3,5,8,0,0,1,1976,2,2,440,3,3,2,0,60,0,0,0,0,0,0,1,0,10,2009,9,4,143750
13,5,24.0,2308,1,1,3,3,0,2,0,16,2,2,4,5,6,5,1976,1976,1,0,9,2,3,0,3,3,1,4,3,1,5,306,1,0,498,804,1,3,1,4,804,744,0,1548,0,0,2,1,3,1,3,7,8,1,3,5,1976,2,2,440,3,3,2,108,0,0,0,0,0,0,0,1,0,9,2009,9,4,146000
13,5,24.0,2280,1,1,3,3,0,2,0,16,2,2,3,5,6,6,1976,1976,1,0,9,2,3,0,3,3,1,4,3,1,5,566,1,0,289,855,1,3,1,4,855,601,0,1456,0,0,2,1,3,1,3,7,8,1,3,1,1976,1,2,440,3,3,2,87,0,0,0,0,0,0,0,1,0,7,2009,9,4,148500
11,5,24.0,2280,1,1,3,3,0,2,0,16,2,2,3,2,7,5,1975,1975,1,0,9,2,3,0,3,3,1,4,3,1,5,435,2,622,0,1057,1,3,1,4,1055,0,0,1055,0,1,2,0,2,1,3,4,8,1,2,1,1975,2,2,440,3,3,2,0,27,0,0,0,0,0,0,1,0,8,2009,9,4,123000
13,5,24.0,2308,1,1,3,3,0,4,0,16,2,2,4,5,6,5,1974,1974,1,0,9,2,3,0,3,3,1,3,3,1,5,257,3,495,103,855,1,3,1,4,855,467,0,1322,0,1,2,1,3,1,3,6,8,1,2,1,1974,1,2,440,3,3,2,260,0,0,0,0,0,0,0,1,0,6,2009,9,4,147000
13,5,24.0,2349,1,1,3,3,0,4,0,16,2,2,3,5,6,5,1977,1977,1,0,9,2,3,0,3,3,1,4,3,1,5,389,1,0,466,855,1,3,1,4,855,601,0,1456,0,0,2,1,3,1,3,6,8,1,3,1,1977,1,2,440,3,3,2,0,28,0,0,0,0,0,0,1,0,5,2009,9,4,137900
13,5,24.0,2364,1,1,3,3,0,4,0,16,2,2,4,5,6,5,1978,1978,1,0,9,2,3,0,3,3,1,4,3,1,5,320,1,0,484,804,1,3,1,4,804,744,0,1548,0,1,2,1,3,1,3,7,8,1,3,5,1978,1,2,440,3,3,2,108,0,0,0,0,0,0,0,1,0,7,2009,9,4,147000
13,5,24.0,2289,1,1,3,3,0,4,0,16,2,2,3,5,6,6,1978,1978,1,0,9,2,3,0,3,3,1,3,3,1,5,311,1,0,544,855,1,3,1,4,855,586,0,1441,0,0,2,1,3,1,3,7,8,1,3,1,1978,1,2,440,3,3,2,28,0,0,0,0,0,0,0,1,0,4,2009,9,4,148500
13,5,24.0,2364,1,1,3,3,0,4,0,16,2,2,4,5,6,5,1978,1978,1,0,9,2,3,0,4,3,1,4,3,1,5,279,1,0,576,855,1,3,1,4,855,601,0,1456,0,0,2,1,3,1,3,6,8,1,3,1,1978,3,2,440,3,3,2,147,0,0,0,0,0,0,0,1,0,4,2009,9,4,138000
11,5,24.0,2104,1,1,3,3,0,4,0,16,2,2,4,2,7,6,1976,1976,1,0,9,2,3,0,3,3,1,3,3,1,5,536,1,0,300,836,1,3,1,4,836,0,0,836,0,1,1,0,2,1,3,5,8,0,0,1,1976,1,1,345,3,3,2,150,20,0,0,0,0,0,0,1,0,10,2009,9,4,128500
0,5,65.0,7150,1,1,3,3,0,4,0,15,2,2,0,2,5,5,1967,1967,1,0,6,6,1,60,3,3,1,3,3,1,4,432,1,0,460,892,1,3,1,4,892,0,0,892,0,0,1,0,3,1,3,5,8,0,0,1,1967,2,1,288,3,3,2,0,0,0,0,0,0,0,2,1,0,7,2009,9,4,100000
0,5,73.0,10710,1,1,3,3,0,4,0,15,2,2,0,2,5,7,1966,2004,3,0,6,6,1,165,4,3,2,3,3,1,4,644,1,0,220,864,1,5,1,4,1120,0,0,1120,0,1,1,0,3,1,3,5,8,1,3,1,1966,2,2,656,3,3,2,0,162,0,0,0,0,0,0,3,1200,7,2009,9,4,148800
0,5,96.0,12456,1,1,3,3,0,2,0,19,2,2,0,2,10,5,2006,2007,3,0,5,5,4,230,5,3,2,5,3,4,6,1172,1,0,528,1700,1,5,1,4,1718,0,0,1718,1,0,2,0,3,1,5,7,8,1,4,1,2008,3,3,786,3,3,2,216,48,0,0,0,0,0,0,1,0,7,2009,9,4,337500
